# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-04-22 15:42:39.588
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
29.052443,-1.9041,2.5208,3.4011,4.64
29.062785,-1.0790,4.7818,2.6695,5.58
29.079700,-0.0945,6.3324,2.0502,6.66
29.082025,0.5611,7.4620,1.6773,7.67
29.096211,0.9925,8.1777,1.4948,8.37
29.101708,1.2339,8.4906,1.4616,8.70
29.112585,0.9902,8.2394,1.6092,8.45
29.122313,0.3509,6.7279,1.8778,6.99
29.131821,-0.4626,4.9861,2.0667,5.42
29.146413,-1.4762,3.1247,2.5281,4.28
29.151992,-2.6028,1.0384,3.0473,4.14
29.163512,-3.5876,-0.9955,3.7662,5.30
29.180008,-4.0079,-2.7423,4.3377,6.51
29.181703,-3.4977,-3.9093,4.3747,6.83
29.196141,-2.3782,-4.1362,4.0551,6.26
29.201609,-1.4540,-3.1492,3.7011,5.07
29.212643,-1.1331,-1.6183,3.2758,3.83
29.229127,-0.7881,-0.3120,2.9490,3.07
29.231891,-0.1021,0.7243,3.1152,3.20
29.245849,0.5149,1.1277,2.8128,3.07
29.252361,0.9948,0.8284,1.8703,2.27
29.262319,1.2737,0.2437,1.0367,1.66
29.278644,1.4821,-0.2864,0.4013,1.56
29.281761,1.6388,-0.7763,-0.4988,1.88
29.295081,1.7339,-1.1787,-2.1137,2.98
29.301766,1.8050,-1.4516,-4.4006,4.97
29.312476,1.8253,-1.5380,-5.8517,6.32
29.322402,1.6489,-1.4469,-5.1520,5.60
29.331741,1.5616,-1.0969,-3.4791,3.97
29.345151,1.3304,-0.5546,-1.8938,2.38
29.353130,0.9987,-0.0680,-0.7338,1.24
29.363951,0.5899,0.4340,-0.0587,0.73
29.383717,0.2592,0.9216,0.4018,1.04
29.384126,0.0717,1.2597,0.5754,1.39
29.399287,-0.0476,1.3809,0.5791,1.50
29.401593,-0.1317,1.2808,0.3763,1.34
29.415382,-0.2521,1.0023,0.1086,1.04
29.431467,-0.3260,0.6789,-0.1636,0.77
29.432261,-0.3659,0.3579,-0.3826,0.64
29.447522,-0.2950,0.1156,-0.5497,0.63
29.452015,-0.1286,-0.0329,-0.7347,0.75
29.463883,0.0174,-0.0155,-0.9679,0.97
29.480099,0.1382,-0.1332,-1.3926,1.41
29.481540,0.3016,-0.4578,-2.0106,2.08
29.496099,0.6258,-1.0078,-2.9835,3.21
29.501609,0.9695,-1.5956,-4.0301,4.44
29.512561,1.2729,-2.1191,-4.4998,5.13
29.529041,1.4391,-2.3521,-4.1124,4.95
29.531488,1.4103,-2.2366,-3.2219,4.17
29.545661,1.1869,-1.8163,-2.2586,3.13
29.553269,0.8668,-1.1406,-1.5738,2.13
29.562444,0.6827,-0.4799,-1.1730,1.44
29.578834,0.7226,0.0444,-1.0393,1.27
29.581669,0.6801,0.2405,-1.1054,1.32
29.595638,0.5781,0.0083,-1.4198,1.53
29.602073,0.5116,-0.5706,-2.1769,2.31
29.613859,0.5046,-1.5718,-3.6756,4.03
29.629989,0.5533,-3.2794,-5.5106,6.44
29.631845,0.6155,-5.2256,-7.1839,8.90
29.646368,0.9733,-6.6419,-8.1634,10.57
29.651092,1.7810,-6.7632,-8.1209,10.72
29.662281,2.5135,-5.6173,-7.0035,9.32
29.679643,2.7537,-4.4599,-4.6282,6.99
29.682127,2.8845,-3.5414,-2.0100,4.99
29.696090,2.8082,-2.5538,-0.5758,3.84
29.701687,2.4375,-1.7163,0.1483,2.98
29.713342,1.6528,-1.1655,0.7540,2.16
29.730378,0.7913,-1.1681,1.7178,2.22
29.731912,0.1704,-1.7185,2.6300,3.15
29.746487,-0.1944,-2.6379,3.5803,4.45
29.751169,-0.0023,-3.4837,5.1132,6.19
29.763078,1.0944,-4.2276,6.9137,8.18
29.779443,2.2107,-4.6123,8.5981,10.00
29.781310,3.5044,-4.8063,9.8456,11.50
29.795782,4.4779,-4.7310,10.8336,12.64
29.801534,5.2271,-4.3414,10.7524,12.72
29.812422,6.4160,-3.7994,9.8217,12.33
29.821872,8.4460,-3.6448,6.8798,11.49
29.831705,9.7786,-3.5838,2.6778,10.75
29.845788,8.7640,-3.1384,1.6377,9.45
29.851194,6.6538,-2.6467,2.3325,7.53
29.862258,5.1684,-2.4373,2.8661,6.39
29.878611,3.7255,-2.3361,2.8855,5.26
29.881243,1.7040,-1.9849,2.6340,3.71
29.895145,-0.3942,-1.2814,2.6754,2.99
29.901388,-1.9801,-0.5402,2.9043,3.56
29.912142,-2.4352,-0.0518,2.6821,3.62
29.933921,-2.2799,0.1907,2.5192,3.40
29.934039,-2.5244,0.3625,3.0312,3.96
29.942032,-2.9467,0.5347,3.9513,4.96
29.951667,-3.2692,0.7030,4.8900,5.92
29.961487,-3.3938,0.8345,5.5658,6.57
29.976864,-3.2615,1.0870,6.1309,7.03
29.981153,-3.1125,1.5795,6.6905,7.55
29.993730,-2.8824,2.2642,6.6866,7.63
30.001469,-2.5371,2.9738,6.1932,7.32
30.011332,-2.5049,3.5264,5.5567,7.04
30.027453,-2.7483,3.9701,4.6328,6.69
30.031325,-3.1803,4.2009,3.6714,6.42
30.044190,-3.5150,4.0722,3.1613,6.24
30.050645,-3.6171,3.7644,3.2024,6.12
30.061374,-3.3726,3.4251,3.3317,5.85
30.077931,-2.7948,3.1385,3.1847,5.27
30.081244,-2.1021,2.9093,2.8196,4.56
30.094789,-1.5584,2.7738,2.3354,3.95
30.101573,-1.2941,2.6523,1.7428,3.43
30.112143,-1.3204,2.3409,1.1528,2.92
30.129345,-1.2630,1.6938,0.3353,2.14
30.158044,-1.3398,0.8862,-1.0937,1.94
30.186811,-1.8744,-0.1170,-3.2995,3.80
30.188253,-3.1311,-1.1086,-8.0001,8.66
30.188439,-3.4524,-2.1225,-12.4829,13.12
30.202786,-0.5746,-2.9379,-12.9012,13.24
30.223326,2.5511,0.5244,-0.9232,2.76
30.224026,2.4283,1.0716,5.1264,5.77
30.240864,0.9823,0.4082,8.5058,8.57
30.241407,-0.4692,-1.5629,8.1888,8.35
30.260234,-1.9453,-4.1722,7.7647,9.03
30.261240,-3.0122,-7.1899,7.5689,10.87
30.277426,-3.0994,-9.3851,6.7227,11.95
30.280979,-1.2868,-9.5158,5.4446,11.04
30.293899,1.2010,-7.8090,4.3228,9.01
30.301532,2.8084,-4.7452,3.7274,6.66
30.311585,3.4081,-1.5405,3.7695,5.31
30.327056,3.6419,1.1403,3.8310,5.41
30.330600,3.7858,3.0604,3.5876,6.05
30.343900,3.9248,4.2007,3.1209,6.54
30.351947,3.9169,4.9582,2.6644,6.86
30.361079,3.5961,5.2085,1.9583,6.63
30.377021,2.6568,4.6446,1.3259,5.51
30.380953,1.7193,3.1410,1.1596,3.76
30.393552,0.8402,1.3240,1.1583,1.95
30.400705,-0.0190,-0.5662,1.2698,1.39
30.410755,-0.6544,-2.2940,1.6160,2.88
30.426823,-1.0377,-3.5614,2.0518,4.24
30.431330,-1.3488,-4.1130,2.2388,4.87
30.443338,-2.0635,-3.7463,2.1487,4.79
30.451258,-2.9916,-2.6035,1.6326,4.29
30.461647,-3.2820,-1.3112,0.4096,3.56
30.477795,-2.7120,-0.3463,-1.0292,2.92
30.481109,-1.7147,0.2085,-2.2927,2.87
30.494270,-0.6207,0.3756,-2.8903,2.98
30.501105,0.1508,0.2847,-2.7265,2.75
30.511460,0.4785,0.0982,-2.0752,2.13
30.527180,0.5323,-0.0721,-1.2908,1.40
30.530827,0.5057,-0.0885,-0.6667,0.84
30.543885,0.3920,-0.0246,-0.0963,0.40
30.551931,0.3087,0.0178,0.6169,0.69
30.561202,0.3570,0.0474,1.3242,1.37
30.577070,0.2367,0.1659,1.7674,1.79
30.581175,0.1541,0.2792,2.0873,2.11
30.593545,-0.0078,0.4028,2.2508,2.29
30.603862,-0.0714,0.5598,2.1503,2.22
30.611198,0.0375,0.7251,1.8355,1.97
30.627415,0.2567,0.9079,1.5525,1.82
30.631216,0.3213,1.0466,1.2553,1.67
30.644365,0.2079,1.1604,0.9003,1.48
30.650981,0.0580,1.2486,0.5265,1.36
30.662030,-0.1389,1.3150,0.1950,1.34
30.682559,-0.2228,1.4163,-0.1410,1.44
30.682741,-0.3569,1.5714,-0.5108,1.69
30.697988,-0.4754,1.6033,-0.9294,1.91
30.701087,-0.5851,1.4932,-1.4806,2.18
30.714871,-0.6246,1.1462,-1.9574,2.35
30.732089,-0.5503,0.6872,-2.2478,2.41
30.732241,-0.4087,0.2464,-2.2763,2.33
30.748405,-0.1600,0.0298,-2.2076,2.21
30.751237,0.1642,0.0319,-2.1027,2.11
30.764652,0.5346,0.0379,-2.1698,2.24
30.780236,0.9650,-0.2723,-2.2918,2.50
30.781182,1.3169,-0.9561,-2.3489,2.86
30.796429,1.6259,-1.7157,-2.2616,3.27
30.801125,1.8684,-2.3870,-2.0698,3.67
30.812636,2.0994,-2.8695,-1.9444,4.05
30.828774,2.4552,-3.1829,-1.9016,4.45
30.831124,2.8236,-3.1891,-1.9563,4.69
30.844876,3.1354,-3.0455,-2.1766,4.88
30.851072,3.2858,-2.8956,-2.5608,5.07
30.861246,3.2513,-3.1396,-3.2230,5.55
30.877283,2.9019,-4.4789,-3.8459,6.58
30.880895,2.4676,-6.6536,-3.9970,8.14
30.893871,2.4619,-8.5144,-3.6237,9.58
30.901086,2.8995,-9.4190,-3.1324,10.34
30.911106,3.3378,-9.6246,-3.0745,10.64
30.926849,3.5443,-8.5768,-3.2189,9.82
30.930762,3.2091,-6.1685,-3.1341,7.63
30.943333,2.3569,-3.4482,-3.1242,5.22
30.951744,1.8167,-1.2166,-3.2312,3.90
30.960882,1.4824,0.4401,-2.6543,3.07
30.976188,1.3431,1.2429,-0.9666,2.07
30.980884,1.6082,1.2552,1.1226,2.33
30.992699,1.7855,1.1728,2.8289,3.54
31.001121,1.5976,0.9700,3.9842,4.40
31.010811,1.0759,0.4729,4.6370,4.78
31.026604,0.3352,-0.3782,4.9524,4.98
31.031028,-0.1318,-1.2141,5.2592,5.40
31.043288,-0.3954,-1.9089,5.5076,5.84
31.052167,-0.6151,-2.1793,5.7624,6.19
31.060900,-0.4845,-2.0239,5.8719,6.23
31.076720,-0.1399,-1.6713,5.8460,6.08
31.080841,0.0843,-1.0553,5.7474,5.84
31.093361,0.5932,-0.6473,5.5296,5.60
31.101164,0.8764,-0.2948,5.7957,5.87
31.111206,0.9990,-0.0467,6.2447,6.32
31.126995,1.1158,0.1003,6.6901,6.78
31.130760,1.7632,-0.0931,6.8256,7.05
31.143565,4.4506,-1.6062,1.4983,4.96
31.152037,6.0763,-3.0659,-0.0760,6.81
31.162350,6.2441,-3.9486,1.9115,7.63
31.177102,5.1725,-4.3387,3.8616,7.78
31.180765,3.0416,-4.0501,5.2726,7.31
31.193648,1.2693,-3.3534,5.6761,6.71
31.201534,-0.2548,-2.1695,5.0186,5.47
31.210860,-1.3128,-0.6022,3.9128,4.17
31.226753,-1.7518,0.6537,2.9876,3.52
31.230970,-1.8809,1.4237,2.6653,3.56
31.243740,-1.8635,1.8938,2.6639,3.76
31.251038,-1.8172,2.2227,3.1079,4.23
31.261063,-1.8187,2.3542,3.7931,4.82
31.276829,-1.7885,2.2476,4.2699,5.15
31.280757,-1.6934,2.0338,4.5321,5.25
31.293366,-1.5198,1.8827,4.7609,5.34
31.300555,-1.4273,1.8642,4.8105,5.35
31.310798,-1.3478,2.0040,4.6328,5.22
31.326213,-1.3938,2.2029,4.1114,4.87
31.330662,-1.6331,2.5088,3.1717,4.36
31.342900,-2.0408,2.8252,2.0563,4.05
31.352262,-2.5113,3.1261,0.9264,4.12
31.363433,-2.9494,3.4529,-0.1261,4.54
31.377063,-3.1824,3.6899,-0.8693,4.95
31.380636,-3.1460,3.6589,-1.4507,5.04
31.394573,-2.6855,3.1358,-1.8413,4.52
31.400779,-1.6951,2.1612,-2.3452,3.61
31.411030,-0.4900,1.0535,-3.1189,3.33
31.432456,0.6505,-0.1175,-4.0711,4.12
31.432589,1.7082,-1.1634,-4.8277,5.25
31.448214,2.7883,-2.0828,-5.1474,6.21
31.450830,3.9606,-2.8316,-4.9612,6.95
31.463814,5.2302,-3.4063,-4.1900,7.52
31.479446,6.2935,-3.7999,-2.6547,7.82
31.481128,6.7029,-3.7441,-0.7254,7.71
31.495316,6.3719,-3.1018,0.3118,7.09
31.500727,5.6307,-2.0561,0.2200,6.00
31.511301,4.4875,-1.4710,0.2313,4.73
31.527111,2.2944,-2.1788,1.7993,3.64
31.530476,-0.8271,-3.4641,4.4590,5.71
31.543484,-3.2594,-4.9413,6.2611,8.62
31.551432,-4.6627,-6.6459,6.3661,10.32
31.560584,-4.1023,-7.7454,6.0534,10.65
31.576365,-2.1728,-6.7776,5.2556,8.85
31.580773,-0.6799,-3.7944,4.2687,5.75
31.592984,-0.5213,-0.1654,3.7150,3.76
31.600972,-0.3236,2.6280,3.4988,4.39
31.613441,0.3343,4.4264,3.4541,5.62
31.628091,1.1036,5.5735,3.3891,6.62
31.630598,1.4946,6.1713,3.2434,7.13
31.645342,1.3135,6.2972,2.9578,7.08
31.650829,1.1192,5.6496,2.6833,6.35
31.661279,0.9190,4.1300,2.6776,5.01
31.677097,0.4309,2.2549,2.9381,3.73
31.680744,-0.3077,0.2903,3.2952,3.32
31.693336,-1.1140,-1.5278,3.7522,4.20
31.701099,-1.8221,-3.0129,4.2132,5.49
31.710840,-2.2605,-3.7306,4.5974,6.34
31.728544,-2.3977,-3.5067,4.7709,6.39
31.730556,-2.1176,-2.7273,4.5733,5.73
31.745184,-1.4821,-1.7962,4.1632,4.77
31.751564,-0.7916,-1.0291,3.7001,3.92
31.763903,-0.2714,-0.4063,3.1750,3.21
31.777273,-0.0607,0.0056,2.7154,2.72
31.780230,0.0463,0.1399,2.3227,2.33
31.792959,0.1696,0.1450,2.1886,2.20
31.800811,0.2103,0.0108,2.1483,2.16
31.810611,0.2613,-0.2869,2.2074,2.24
31.826096,0.2940,-0.6424,1.7385,1.88
31.830576,0.3990,-0.9077,0.5902,1.15
31.843014,0.3745,-0.9255,-0.7738,1.26
31.851475,0.0027,-0.6677,-2.6421,2.73
31.860441,-0.6611,-0.1970,-4.3913,4.45
31.875937,-1.1932,0.2233,-4.9452,5.09
31.880227,-1.0132,0.4120,-3.8607,4.01
31.892222,-0.3082,0.5233,-2.3325,2.41
31.900916,0.3475,0.6550,-1.0771,1.31
31.910671,0.4963,0.8945,-0.1404,1.03
31.925564,0.3514,1.2030,0.3966,1.31
31.930390,0.1919,1.4541,0.6096,1.59
31.942623,-0.1000,1.6943,0.5517,1.78
31.951590,-0.3747,1.8267,0.3953,1.91
31.960479,-0.5015,1.7020,0.3215,1.80
31.976023,-0.5227,1.4393,0.2249,1.55
31.980368,-0.3854,1.1151,0.1023,1.18
31.992717,-0.1696,0.8249,-0.0041,0.84
32.000526,0.1489,0.5885,-0.1027,0.62
32.010285,0.4779,0.3544,-0.2238,0.64
32.025728,0.6527,0.1912,-0.3091,0.75
32.030478,0.6770,0.0615,-0.4424,0.81
32.042249,0.6367,-0.0870,-0.5754,0.86
32.051167,0.5617,-0.2882,-0.7106,0.95
32.060334,0.6278,-0.4558,-0.8301,1.14
32.075669,0.8134,-0.7097,-0.9168,1.42
32.080143,1.1719,-1.0760,-1.2406,2.02
32.092839,1.5752,-1.5285,-2.1532,3.07
32.100107,2.0789,-2.1610,-3.4291,4.56
32.114264,2.4125,-2.7965,-4.9849,6.20
32.130583,2.4739,-3.2719,-6.5464,7.73
32.130696,2.2085,-3.5360,-7.1294,8.26
32.146702,1.6590,-3.3691,-6.4732,7.48
32.150638,1.1339,-2.8610,-5.1158,5.97
32.164382,0.7638,-2.3703,-3.9992,4.71
32.179945,0.2760,-2.7454,-3.9469,4.82
32.180052,-0.3715,-4.3854,-4.2395,6.11
32.195849,-0.7706,-6.0145,-4.2089,7.38
32.200008,-0.6161,-6.8807,-4.0386,8.00
32.211847,-0.0061,-6.8310,-4.1125,7.97
32.227608,1.0280,-5.9324,-4.1503,7.31
32.230312,1.8379,-4.7831,-3.5174,6.22
32.243710,2.2151,-3.4333,-1.8400,4.48
32.251358,2.0887,-2.0780,-0.1866,2.95
32.260697,1.6323,-0.8425,0.8940,2.04
32.276033,1.0690,0.0214,1.6441,1.96
32.280151,0.4772,0.3372,2.6537,2.72
32.292357,-0.1550,0.1816,3.8276,3.84
32.300461,-0.9532,-0.1001,4.5915,4.69
32.310332,-2.0089,-0.5354,4.7791,5.21
32.325067,-2.8766,-1.0568,4.8897,5.77
32.330116,-3.3302,-1.3719,5.0370,6.19
32.341497,-3.2494,-1.3933,5.0310,6.15
32.351318,-2.4477,-1.4241,4.0258,4.92
32.360409,-1.1606,-1.5661,1.9361,2.75
32.375041,-0.4770,-1.4032,-0.0280,1.48
32.379999,-0.6786,-0.9103,-0.9419,1.48
32.392769,-1.2333,-0.2840,-0.8158,1.51
32.400505,-1.7545,0.2184,-0.2380,1.78
32.410385,-1.9897,0.6966,0.9618,2.32
32.425680,-2.2221,0.9615,2.4494,3.44
32.430188,-2.2510,1.1604,3.8904,4.64
32.442727,-2.0104,1.2110,4.4136,5.00
32.451312,-1.7793,1.1017,4.1075,4.61
32.460025,-1.6597,1.0725,3.2853,3.83
32.475631,-1.7260,1.0882,2.5217,3.24
32.479983,-1.8101,1.3515,2.1749,3.14
32.492126,-1.6159,1.7075,2.2407,3.25
32.500475,-1.2951,2.1515,2.3676,3.45
32.510303,-1.1028,2.6746,2.4882,3.82
32.524939,-0.9739,3.1239,2.6081,4.18
32.529980,-0.8616,3.5664,2.6809,4.54
32.541500,-0.8723,3.9976,2.7739,4.94
32.551665,-0.9623,4.3411,2.9775,5.35
32.559972,-0.9992,4.5920,3.2427,5.71
32.574527,-0.7568,4.7128,3.5189,5.93
32.580038,-0.2331,4.6770,3.7028,5.97
32.591056,0.3860,4.2818,3.8490,5.77
32.600406,0.9382,3.7981,3.8302,5.48
32.610021,1.4498,3.2090,3.4724,4.95
32.623057,1.8234,2.6432,2.9698,4.37
32.630233,2.0055,2.0901,2.2542,3.67
32.646438,2.0632,1.4338,1.2381,2.80
32.650350,1.9936,0.5681,0.2204,2.08
32.663700,1.9255,-0.4796,-0.9464,2.20
32.679338,1.8588,-1.7295,-2.3531,3.46
32.680207,2.0340,-3.0881,-4.4819,5.81
32.695245,2.2939,-4.2855,-6.6617,8.25
32.700009,2.3877,-4.9985,-8.3371,10.01
32.712693,2.4782,-4.9890,-9.9067,11.37
32.728909,3.0765,-4.3435,-9.9737,11.31
32.729957,3.5302,-3.1788,-7.4961,8.87
32.744750,3.4138,-1.8755,-4.4682,5.93
32.750276,3.1663,-0.6592,-2.4246,4.04
32.760727,3.0717,0.3837,-1.4639,3.42
32.776707,2.8590,1.0892,-0.9979,3.22
32.779674,2.0360,0.2659,-1.0234,2.29
32.792442,0.0618,-2.1379,0.3520,2.17
32.800121,-2.0734,-5.0739,3.0090,6.25
32.809921,-4.4812,-7.3761,5.8405,10.42
32.825264,-6.9031,-9.0051,7.1543,13.41
32.830029,-8.7133,-10.6359,7.3808,15.61
32.841913,-8.1512,-10.1677,7.1560,14.87
32.858652,-5.1903,-5.7611,5.7043,9.63
32.863286,-3.4874,-0.9173,4.4807,5.75
32.877899,-2.3735,2.6254,3.5466,5.01
32.880966,-1.1610,5.1230,2.8109,5.96
32.898565,-0.0084,6.8969,2.3140,7.27
32.900760,0.6943,8.1644,1.9412,8.42
32.913669,0.9389,8.8223,1.6944,9.03
32.929929,1.0291,9.0295,1.6876,9.24
32.930068,0.3687,8.3955,2.0239,8.64
32.945733,-0.3687,6.5685,2.4093,7.01
32.962015,-1.0183,4.5692,2.5580,5.33
32.962118,-1.8104,2.6049,2.6131,4.11
32.977683,-2.5015,0.5937,2.7976,3.80
32.979663,-2.7019,-1.2152,2.9495,4.18
32.993589,-2.3152,-2.4907,3.1118,4.61
33.000099,-1.6272,-3.0959,3.1766,4.72
33.010156,-1.2414,-2.7322,3.1624,4.36
33.025373,-1.2698,-1.6881,2.8127,3.52
33.029815,-0.6878,-0.6243,2.0456,2.25
33.041771,0.9048,0.1407,0.6306,1.11
33.051072,2.2493,0.2399,-0.9516,2.45
33.059862,3.1026,0.0293,-2.4088,3.93
33.075084,3.5135,-0.1834,-3.8605,5.22
33.079531,3.2709,-0.2875,-5.0026,5.98
33.091203,2.4798,-0.2791,-5.1962,5.76
33.099955,1.5188,-0.2125,-4.3216,4.59
33.110070,0.5893,-0.3526,-2.7479,2.83
33.124333,0.1353,-0.6809,-0.8818,1.12
33.129603,-0.1074,-0.9720,0.6971,1.20
33.140966,-0.3252,-1.0209,1.5752,1.91
33.157780,-0.2101,-0.6999,1.8617,2.00
33.159989,0.0453,-0.1335,2.0498,2.05
33.174448,0.2608,0.5068,2.3347,2.40
33.179633,0.4967,1.1357,2.5803,2.86
33.190906,0.7231,1.6108,2.6469,3.18
33.199897,0.9534,1.9949,2.6949,3.49
33.209562,0.9333,2.1976,2.7426,3.64
33.224873,0.7321,2.0132,2.7465,3.48
33.229799,0.6115,1.3932,2.6739,3.08
33.241254,0.3810,0.5241,2.4077,2.49
33.258055,0.1592,-0.3074,1.7611,1.79
33.259550,-0.0643,-0.8963,1.0705,1.40
33.274571,-0.2533,-1.2858,0.4903,1.40
33.279401,-0.4611,-1.5336,0.0538,1.60
33.290919,-0.6204,-1.6160,-0.2991,1.76
33.300114,-0.6579,-1.6390,-0.5291,1.84
33.309952,-0.5721,-1.6986,-0.6420,1.90
33.324153,-0.3587,-1.7905,-0.2407,1.84
33.329602,-0.1277,-2.1505,-0.0445,2.15
33.340810,0.5183,-2.8081,-8.6945,9.15
33.351142,1.7293,-3.4224,-19.1570,19.54
33.360099,2.5374,-3.7433,-17.1691,17.75
33.375070,2.1013,-3.7874,-8.5727,9.60
33.379383,1.3943,-3.7813,-2.7785,4.90
33.391177,1.4702,-3.6907,-0.9258,4.08
33.399665,1.7154,-4.0479,0.0269,4.40
33.408985,1.3583,-4.9116,0.3596,5.11
33.424748,0.9433,-5.3475,0.0812,5.43
33.429275,0.7451,-5.0462,-1.0743,5.21
33.441229,0.5459,-3.9370,-3.1651,5.08
33.457629,0.2058,-2.9467,-5.8845,6.58
33.459385,-0.5494,-2.3644,-8.7396,9.07
33.474068,-1.1064,-2.0411,-7.4917,7.84
33.478840,-0.9043,-1.7568,-2.8389,3.46
33.490682,-0.3886,-1.5073,0.6391,1.68
33.498741,-0.3903,-1.1076,2.5635,2.82
33.509224,-1.0122,-0.7021,3.9366,4.12
33.523722,-1.9378,-0.5733,4.8339,5.24
33.528821,-2.7789,-0.6540,5.7336,6.41
33.539914,-3.5300,-0.7883,6.5789,7.51
33.549709,-3.6631,-0.8187,6.8988,7.85
33.559969,-3.0772,-0.5351,6.3781,7.10
33.573211,-2.2971,-0.5497,3.6822,4.37
33.578783,-1.3852,-0.8037,0.0137,1.60
33.590356,-1.0005,-0.5138,-1.1271,1.59
33.599530,-1.0793,-0.1556,-1.1639,1.59
33.609415,-1.3778,0.4534,-0.3852,1.50
33.623945,-1.5935,0.9581,0.5638,1.94
33.630072,-1.5424,1.1928,1.6155,2.53
33.655391,-1.5136,1.4858,2.6934,3.43
33.655595,-1.2636,1.5828,3.6209,4.15
33.671746,-1.2643,1.5551,3.6664,4.18
33.672257,-1.6999,1.5422,3.2200,3.95
33.687220,-2.4919,1.6553,2.6326,3.99
33.706145,-3.2428,1.9041,2.2266,4.37
33.706395,-3.5300,2.2126,2.2486,4.73
33.722293,-3.5672,2.6278,2.4376,5.06
33.723223,-3.3575,3.0555,2.7593,5.31
33.739768,-3.0568,3.5596,3.0741,5.61
33.739893,-2.6674,4.0170,3.0526,5.71
33.757342,-2.1935,4.3144,2.8185,5.60
33.774381,-1.6763,4.4483,2.5558,5.40
33.774497,-1.2160,4.5403,2.3509,5.26
33.790315,-0.9061,4.6597,2.2076,5.24
33.790420,-0.7551,4.8081,2.1916,5.34
33.806250,-0.7743,4.9250,2.3154,5.50
33.822450,-0.7870,4.8307,2.4659,5.48
33.822574,-0.6748,4.4205,2.4791,5.11
33.838911,-0.3775,3.8138,2.4791,4.56
33.839019,0.0034,3.1106,2.3484,3.90
33.855970,0.4793,2.3104,1.9850,3.08
33.872218,0.9185,1.5516,1.4395,2.31
33.872419,1.3969,0.7614,0.6572,1.72
33.888232,1.9016,-0.1762,-0.5406,1.98
33.889225,2.3981,-1.2818,-2.2232,3.51
33.904055,2.9288,-2.5519,-4.0690,5.63
33.919865,3.3269,-3.7204,-5.7964,7.65
33.919965,4.0136,-4.8854,-7.0695,9.48
33.937096,4.4657,-5.5515,-7.9934,10.71
33.953707,4.5139,-5.5912,-8.4922,11.12
33.953808,4.4178,-4.9452,-7.9417,10.35
33.972749,4.0255,-3.9718,-6.4832,8.60
33.973452,3.2192,-2.8439,-4.4679,6.20
33.988704,2.6351,-1.8771,-2.9526,4.38
33.990972,2.3906,-0.8337,-2.0023,3.23
33.999651,2.1067,0.6523,-1.3774,2.60
34.009305,1.3252,1.7464,-0.8052,2.34
34.023314,-0.1952,1.4454,-0.3740,1.51
34.029884,-2.3042,-0.5517,0.6494,2.46
34.040902,-4.4210,-3.3390,3.1686,6.38
34.049708,-6.0550,-5.8876,6.5399,10.68
34.059185,-7.9903,-7.6235,7.8234,13.53
34.073701,-9.1311,-9.0381,7.2962,14.77
34.079186,-7.9930,-8.3886,6.2257,13.15
34.090174,-5.5612,-4.4948,4.7000,8.56
34.099794,-4.4559,-0.1877,3.6964,5.79
34.109517,-3.8066,3.0283,2.8057,5.62
34.123451,-2.8891,5.3421,1.6912,6.30
34.129097,-2.8347,8.6406,-8.8490,12.69
34.139962,-1.9200,10.0520,-6.5011,12.12
34.149615,-1.3159,8.9093,0.9487,9.06
34.158962,-1.6632,7.5787,3.8450,8.66
34.173622,-1.9832,5.8069,5.3890,8.17
34.179286,-2.0023,3.7779,6.4471,7.74
34.202847,-2.0096,1.7014,7.1094,7.58
34.203149,-1.9856,-0.4719,7.0573,7.35
34.218745,-1.5419,-2.3428,6.7149,7.28
34.219651,-0.9893,-3.4882,5.9945,7.01
34.235068,-0.3774,-3.7495,5.2504,6.46
34.238871,-0.1237,-3.0524,4.7696,5.66
34.249626,-0.1865,-2.0810,4.4183,4.89
34.258922,-0.2482,-1.2381,3.9399,4.14
34.271839,-0.0468,-0.4998,3.2658,3.30
34.279197,0.1524,0.1024,2.5730,2.58
34.289058,0.4818,0.5003,1.8873,2.01
34.299294,0.9471,0.5270,1.2352,1.64
34.309112,1.6371,0.2558,0.5191,1.74
34.323949,2.6016,-0.2522,-2.4939,3.61
34.328847,3.5221,-0.9067,-5.0377,6.21
34.340532,3.3907,-1.3362,-3.0186,4.73
34.357001,2.6879,-1.4590,-0.8052,3.16
34.358946,1.6225,-1.4493,0.2377,2.19
34.373305,0.7951,-1.2764,0.8601,1.73
34.378932,0.6747,-1.1385,0.9352,1.62
34.389709,0.7007,-0.9210,0.6624,1.33
34.399076,0.6320,-0.4420,0.4582,0.90
34.408834,0.7090,0.1349,0.2729,0.77
34.423244,0.8134,0.6989,0.1507,1.08
34.428870,0.9252,1.0591,0.0246,1.41
34.439675,1.0325,1.3169,-0.1003,1.68
34.456318,0.9994,1.3440,-0.2140,1.69
34.458669,0.8537,1.2271,-0.2824,1.52
34.473051,0.5625,1.0952,-0.4356,1.31
34.478687,0.2800,0.9759,-0.7584,1.27
34.489596,-0.0657,0.7635,-1.3718,1.57
34.506053,-0.5030,0.3626,-2.3189,2.40
34.509057,-0.9479,-0.2308,-3.3488,3.49
34.522619,-1.2227,-0.8195,-4.1353,4.39
34.528637,-1.1177,-1.3066,-4.2549,4.59
34.539109,-0.7622,-1.6903,-3.8589,4.28
