# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-04-22 15:42:39.588
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
40.050003,2.8560,-4.9536,-5.0726,7.64
40.055808,3.1197,-5.8003,-2.5621,7.07
40.066784,2.3923,-6.0326,-2.0680,6.81
40.083828,1.4423,-5.5293,-2.2582,6.14
40.085794,1.1753,-3.7526,-1.8683,4.35
40.100196,0.5399,-3.2017,-2.1194,3.88
40.106162,-0.8882,-3.5652,-2.3843,4.38
40.116775,-2.1945,-3.9785,-1.7750,4.88
40.126385,-2.8688,-4.4437,10.7700,12.00
40.135743,4.0424,-3.0317,8.5626,9.94
40.149472,2.9683,-2.8969,-0.1180,4.15
40.155589,-1.0112,-3.9684,1.4277,4.34
40.166264,-4.4126,-4.9163,-0.9505,6.67
40.182247,-4.3870,-5.6485,-4.2083,8.30
40.186071,-3.0069,-5.2406,-7.1227,9.34
40.199322,-1.5443,-3.6923,-8.0205,8.96
40.205921,0.6031,-2.2614,-7.0251,7.40
40.216197,2.5347,-1.3809,-5.6421,6.34
40.226414,3.6152,-1.1270,-4.7053,6.04
40.238150,3.6653,-1.3617,-4.5242,5.98
40.254259,3.2438,-1.6546,-4.6188,5.88
40.255744,2.6328,-1.6727,-4.2198,5.25
40.269832,2.0249,-1.3739,-3.1492,3.99
40.285349,1.5678,-0.8955,-1.5700,2.39
40.286098,1.0852,-0.6723,0.2319,1.30
40.300883,0.5901,-0.7176,1.4168,1.69
40.306053,0.5894,-1.0023,1.8614,2.19
40.316849,0.9406,-1.1813,1.4061,2.06
40.326203,1.2594,-1.2839,0.1164,1.80
40.335778,1.5501,-1.1860,-1.0830,2.23
40.349817,1.7217,-0.8653,-1.5330,2.46
40.355651,1.7223,-0.6001,-1.3992,2.30
40.366371,1.5471,-0.5049,-1.2156,2.03
40.375960,1.2391,-0.5536,-1.0294,1.70
40.385639,1.0138,-0.5809,-0.5519,1.29
40.399432,0.8750,-0.5538,0.1202,1.04
40.405602,0.9408,-0.5032,0.5709,1.21
40.416638,1.1720,-0.5428,0.9142,1.58
40.426266,1.4143,-0.6337,1.0901,1.89
40.435623,1.4805,-0.7192,1.1425,2.00
40.449023,1.3103,-0.6490,1.1477,1.86
40.455539,1.0697,-0.4859,1.1284,1.63
40.465931,0.8480,-0.2410,1.0121,1.34
40.475818,0.7779,0.0342,0.7222,1.06
40.485609,1.0447,0.2737,0.5020,1.19
40.498337,1.1823,0.3770,0.2456,1.27
40.506615,1.1589,0.4012,0.0485,1.23
40.515736,1.1960,0.3610,0.0773,1.25
40.525793,1.4386,0.3417,0.0891,1.48
40.535576,1.9217,0.3578,-0.2550,1.97
40.548176,2.6306,0.0904,-1.3063,2.94
40.555780,1.7557,0.4856,-2.1293,2.80
40.565582,0.0223,0.9630,-1.8458,2.08
40.575936,-1.4364,1.1974,-1.0616,2.15
40.585771,-2.9421,1.3859,0.5912,3.31
40.598268,-3.7303,1.3744,2.3230,4.60
40.605913,-3.7375,1.0964,3.2215,5.05
40.615686,-3.6076,0.6205,2.9138,4.68
40.631788,-3.0632,0.1894,2.0891,3.71
40.635533,-2.0118,-0.3606,0.9928,2.27
40.648845,-0.8021,-0.8367,-0.0515,1.16
40.655734,0.1811,-1.0203,-0.6848,1.24
40.665925,0.8412,-1.0674,-0.8821,1.62
40.682566,0.9454,-1.1530,-0.7797,1.68
40.687508,0.6332,-1.2910,-0.4498,1.51
40.700821,0.0977,-1.3556,0.0163,1.36
40.705719,-0.4262,-1.3164,0.5081,1.47
40.718157,-0.7480,-1.3671,0.6664,1.69
40.733958,-0.7900,-1.5563,0.5853,1.84
40.735540,-0.6335,-1.6571,0.3593,1.81
40.750010,-0.4088,-1.4359,0.2224,1.51
40.755942,-0.1926,-1.1293,0.2851,1.18
40.768072,-0.0442,-1.1283,0.5110,1.24
40.775516,0.1492,-1.0874,1.0357,1.51
40.785671,0.2535,-1.0556,1.5230,1.87
40.801946,0.2605,-0.9865,1.7624,2.04
40.805847,0.1927,-0.9204,1.7654,2.00
40.817701,0.1059,-0.9503,1.6313,1.89
40.825807,-0.0735,-0.9122,1.4520,1.72
40.835390,-0.2602,-0.8114,1.1078,1.40
40.850345,-0.0866,-0.8890,0.8523,1.23
40.856439,0.3267,-0.8575,0.9715,1.34
40.866672,1.0280,-0.6110,1.7151,2.09
40.883286,1.1389,-1.0493,0.9231,1.80
40.885232,0.8336,-1.2091,-0.0558,1.47
40.899667,0.6983,-1.1633,-0.1941,1.37
